Donor_ID,Donor_SMILES,PCE
239,CCCCCCCCCCn1c(=O)c2c(c1c1ccc(s1)C#Cc1ccc(cc1)n1c3ccccc3c3c1cccc3)c(=O)n(c2c1ccc(s1)C#Cc1ccc(cc1)n1c2ccccc2c2c1cccc2)CCCCCCCCCC,5.73
240,CCCCCCCCCCn1c(c2ccc(s2)/C=C/c2ccc(s2)c2n(CCCCCCCCCC)c(=O)c3c2c(=O)n(c3c2cccs2)CCCCCCCCCC)c2c(c1=O)c(n(c2=O)CCCCCCCCCC)c1cccs1,3.35
241,CCCCCCCCCCn1c(c2ccc(s2)C#Cc2ccc(s2)c2n(CCCCCCCCCC)c(=O)c3c2c(=O)n(c3c2cccs2)CCCCCCCCCC)c2c(c1=O)c(n(c2=O)CCCCCCCCCC)c1cccs1,2.95
242,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1cc2c(o1)c(OC[C@H](CCCC)CC)c1c(c2OC[C@@H](CCCC)CC)sc(c1)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC,5.45
243,CCCC[C@H](C[Si@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc2c(c1)C(=O)N(C2=O)CCCCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc2c(c1)C(=O)N(C2=O)CCCCCCCC)CC,0.49
244,CCCC[C@H](Cn1c2cc(sc2c2c1cc(s2)c1ccc(s1)C=C(C#N)C#N)c1ccc(s1)C=C(C#N)C#N)CC,2.6
245,CCCC[C@H](Cn1c2cc(sc2c2c1cc(s2)c1cc(c(s1)C=C(C#N)C#N)CCCCCC)c1cc(c(s1)C=C(C#N)C#N)CCCCCC)CC,3.1
246,CCCC[C@@H](Cn1c(c2ccc(s2)c2sc3c(c2)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2c(c3C#C[Si](C(C)C)(C(C)C)C(C)C)cc(s2)c2ccc(s2)c2n(C[C@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@@H](CCCC)CC)c2c(c1=O)c(n(c2=O)C[C@@H](CCCC)CC)c1cccs1)CC,4.53
247,CCCCCCCCCCc1sc(cc1CCCCCCCCCC)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)c1cc(c(s1)CCCCCCCCCC)CCCCCCCCCC)sc(c3)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)CCCCCCCC,1.58
248,c1ccc(cc1)c1c2ccccc2c(c2c1c(c1ccccc1)c1ccccc1c2c1ccccc1)c1ccccc1,1.2
10,CCCC[C@H](C[Si]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,5.3
250,CCCC[C@H](Cn1c2cc(sc2c2c1c1c(s2)c2c(n1C[C@H](CCCC)CC)cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCC)\C#N)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCC)\C#N)CC,4.24
251,CCCC[C@H](Cn1c2cc(sc2c2c1c1c(s2)c2c(n1C[C@H](CCCC)CC)cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)CC,6.64
252,Cc1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)c1ccc(c2c1non2)N(=O)=O,5.1
254,Cc1ccc(cc1)N(c1ccc(s1)c1ccc(c2c1non2)N(=O)=O)c1ccc(cc1)C,5.02
255,CCCC[C@@H]([Ge@]1([C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1ccc(s1)[C]1c2c(C)cc(n2[B](n2c1c(C)cc2/C=C/c1ccc(s1)[C@H](CCCC)CC)(F)F)/C=C/c1ccc(s1)[C@H](CCCC)CC)c1ccc(s1)[C]1c2c(C)cc(n2[B](n2c1c(C)cc2/C=C/c1ccc(s1)[C@H](CCCC)CC)(F)F)/C=C/c1ccc(s1)[C@H](CCCC)CC)CC,4.12
231,CCC(=C(C#N)C#N)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)CC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)CC,4.01
256,CCCC[C@@H](C[C@]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1sc(c(c1)CCCCCC)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nsn2)c1sc(c(c1)CCCCCC)c1ccc(s1)CCCCCC)CC,2.83
258,CCCCCCc1cc(sc1c1ccc(s1)CCCCCC)c1cc(F)c(c2c1nsn2)c1cc2c(s1)cc(s2)c1c(F)cc(c2c1nsn2)c1cc(c(s1)c1ccc(s1)CCCCCC)CCCCCC,2.63
260,CCCCCCCCN1C(=O)c2c(C1=O)c(sc2c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)C=C(C#N)C#N)CCCCCCCC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)C=C(C#N)C#N)CCCCCCCC,1.98
261,CCCCCCc1ccc(s1)c1ccc(s1)c1cc(F)c(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(cc1)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC,3.68
262,CCCCCCc1sc2c(c1)sc(c2)C1=C2CCC3N2[Zn@@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3c2cc3c(s2)cc(s3)CCCCCC)cc1)c1cc2c(s1)cc(s2)CCCCCC)C#Cc1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)C#CC1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3c2cc3c(s2)cc(s3)CCCCCC)cc1)c1cc2c(s1)cc(s2)CCCCCC)c1cc2c(s1)cc(s2)CCCCCC)C[C@@H](CCCC)CC,7.97
263,CCCCCCCCN1C(=O)c2c(C1=O)c(sc2c1sc(cc1CCCCCCCC)c1ccc(s1)c1cc(c(s1)C=C(C#N)C#N)CCCCCCCC)c1sc(cc1CCCCCCCC)c1ccc(s1)c1cc(c(s1)C=C(C#N)C#N)CCCCCCCC,0.2
264,CCCCCCCCN1C(=O)c2c(C1=O)c(sc2c1sc(cc1CCCCCCCC)c1ccc(s1)c1cc(c(s1)/C=C(/C(=O)OCCCCCCCC)\C#N)CCCCCCCC)c1sc(cc1CCCCCCCC)c1ccc(s1)c1cc(c(s1)/C=C(/C(=O)OCCCCCCCC)\C#N)CCCCCCCC,0.35
267,CCCC[C@@H](C[C@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc1c3sc(cc3[C@@](c1c2)(C[C@@H](CCCC)CC)C[C@@H](CCCC)CC)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1cc2c(s1)c1c([C@@]2(C[C@H](CCCC)CC)C[C@H](CCCC)CC)cc2c(c1)[C@](C[C@@H](CCCC)CC)(C[C@@H](CCCC)CC)c1c2sc(c1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,7.63
268,CCCCCCCCCCCCc1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)c1sc2c(c1)[C@@](c1c2cc2c(c1)c1c([C@@]2(C[C@@H](CCCC)CC)C[C@@H](CCCC)CC)cc(s1)c1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCCCCCCCC)(C[C@H](CCC)CC)C[C@H](CCCC)CC,4.97
269,CCCCCCCCCCCCc1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1cc2c(s1)cc(s2)c1sc2c(c1)[C@](c1c2cc2c(c1)c1c([C@@]2(C[C@H](CCCC)CC)[C@@H](CCCC)CC)cc(s1)c1sc2c(c1)sc(c2)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCCCCCCCC)(C[C@@H](CCCC)CC)C[C@@H](CCCC)CC,7.57
270,CCCCCCc1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(o1)c1sc2c(c1)[C@@](c1c2cc2c(c1)c1c([C@@]2(C[C@@H](CCCC)CC)C[C@@H](CCCC)CC)cc(s1)c1ccc(o1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCC)CC)C[C@H](CCCC)CC,5.34
271,CCCCCCc1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc([se]1)c1sc2c(c1)[C@@](c1c2cc2c(c1)c1c([C@@]2(C[C@@H](CCCC)CC)C[C@@H](CCCC)CC)cc(s1)c1ccc([se]1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCC)CC)C[C@H](CCCC)CC,5.07
272,CCCCCCCCC(n1c2cc(sc2c2c1cc(s2)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CCCCCCCC,2.48
273,N#Cc1ccc(c2c1non2)c1ccc(s1)N(c1ccc(cc1)C)c1ccc(cc1)C,5.96
275,CCCCCCc1cc(sc1C[C@H](CCCC)CC)c1c2cc(sc2c(c2c1sc(c2)c1c(F)c(F)c(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC)c1sc(c(c1)CCCCCC)C[C@@H](CCCC)CC)c1c(F)c(F)c(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC,5.1
276,CCCCCCc1cc(sc1C[C@H](CCCC)CC)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1c(F)c(F)c(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)c1ccc(s1)CCCCCC)c1sc(c(c1)CCCCCC)C[C@@H](CCCC)CC)c1ccc(s1)c1c(F)c(F)c(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)c1ccc(s1)CCCCCC,5.6
277,CCCCCCc1cc(sc1C[C@H](CCCC)CC)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)CCCCCC)c1sc(c(c1)CCCCCC)C[C@@H](CCCC)CC)c1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)CCCCCC,2
278,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)OC[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)CC,2.69
278,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)OC[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)CC,2.99
279,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)OC[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)CC,3.14
279,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)OC[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)CC,3.34
280,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)OC[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)CC,4.99
281,CCCC[C@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1sc2c(c1)sc(c2)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)CCCCCCCC)c1ccc(s1)C[C@H](CCCC)CC)c1cc(c(s1)c1sc2c(c1)sc(c2)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)CCCCCCCC)CC,5.2
282,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1cc2c(s1)cc(s2)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)c1ccc(s1)C[C@H](CCCC)CC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1cc2c(s1)cc(s2)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)CC,7.72
284,N#Cc1ccc(c2c1non2)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C,4.54
285,N#Cc1ccc(c2c1nsn2)c1ccc(s1)N(c1ccc(cc1)C)c1ccc(cc1)C,6.55
286,N#Cc1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C,4.4
287,CCCC[C@@H](Cn1c2cc(sc2c2c1cc(s2)c1sc2c(c1)n(c1c2sc(c1)C=C1C(=O)c2c(C1=O)cccc2)C[C@H](CCCC)CC)c1sc2c(c1)n(c1c2sc(c1)C=C1C(=O)c2c(C1=O)cccc2)C[C@H](CCCC)CC)CC,8.06
288,CCCCCCc1cc(sc1C[C@H](CCCC)CC)c1c2cc(sc2c(c2c1sc(c2)c1cnc(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)c1ccc(s1)CCCCCC)c1sc(c(c1)CCCCCC)C[C@@H](CCCC)CC)c1cnc(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)c1ccc(s1)CCCCCC,6.3
289,CCCC[C@@H](C[Si]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)SCCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)SCCCCCC)CC,3.21
290,CCCC[C@@H](CSc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)SCCCCCC)c1ccc(s1)SC[C@H](CCCC)CC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)SCCCCCC)CC,2.2
291,CCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)C#Cc1ccc(cc1)N(c1ccc3c(c1)C(CC)(CC)c1c3cccc1)c1ccc3c(c1)C(CC)(CC)c1c3cccc1)c(=O)n(c2c1ccc(s1)C#Cc1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)C[C@@H](CCCCCC)CCCC)CCCC,0.27
292,CCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)C#Cc1ccc3c(c1)ccc(c3)N(c1ccc3c(c1)C(CC)(CC)c1c3cccc1)c1ccc3c(c1)C(CC)(CC)c1c3cccc1)c(=O)n(c2c1ccc(s1)C#Cc1ccc2c(c1)ccc(c2)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)C[C@@H](CCCCCC)CCCC)CCCC,0.55
293,CCCCCCCCCC[C@H](C1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3C#Cc2sc(c(c2)CCCCCC)c2ccc(s2)c2sc(cc2CCCCCC)/C=C/2\SC(=S)N(C2=O)CC)cc1)[C@@H](CCCCCCCCCC)CCCCCCCC)C#Cc1sc(c(c1)CCCCCC)c1ccc(s1)c1sc(cc1CCCCCC)/C=C/1\SC(=S)N(C1=O)CC)CCCCCCCC,7.17
295,CCCC[C@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1sc(c2c1sc(c2)CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(c2c1sc(c2)CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CC,6.61
296,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC)c1ccc2c(c1)n(C[C@H](CCCC)CC)c1c2n(C[C@@H](CCCC)CC)c2c1cc(cc2)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC,2.73
298,CCCCN1c2ccccc2C(/C/1=C\[C]1C(=O)[C](C1=O)c1c(O)cc(cc1O)N1c2ccccc2[C@H]2[C@H]1CCC2)(C)C,4.08
301,CCCC[C@@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1ccc2c(c1)C(C)(C)[C@@H](N2CCCC)/C=C\1/C(=C(C1=O)c1c(O)cc(cc1O)N1c2ccccc2[C@H]2[C@H]1CCC2)O)c1ccc(s1)C[C@H](CCCC)CC)c1ccc2c(c1)C(C)(C)[C@@H](N2CCCC)/C=C\1/C(=C(C1=O)c1c(O)cc(cc1O)N1c2ccccc2[C@H]2[C@H]1CCC2)O)CC,6.33
303,CCCCCCCCCCCCCCCCc1ccc(s1)c1ccc(s1)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)c1ccccc1,0.25
304,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1sc2c(c1)n(c1c2sc(c1)C=C1C(=O)c2c(C1=O)cccc2)C[C@H](CCCC)CC)OC[C@@H](CCCC)CC)c1sc2c(c1)n(c1c2sc(c1)C=C1C(=O)c2c(C1=O)cccc2)C[C@H](CCCC)CC)CC,6.85
305,Cc1ccc(cc1)N1c2ccc(cc2[C@H]2[C@H]1CCC2)[C]1C(=O)[C](C1=O)c1c(O)cc(cc1O)N1[C@@H]2CCC[C@H]2c2c1ccc1c2cccc1,4.57
309,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C\1/[C](C2=[S]C(=S)N(C2=O)CC)c2c(C1=O)cccc2)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)[CH][C]1[C](C2=[S]C(=S)N(C2=O)CC)c2c(C1=O)cccc2,4.22
311,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,5.04
312,CCCC[C@H](Cc1ccc(s1)c1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)C[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,6.04
313,CCCCCCCCc1ccc(s1)C1Cc2c(S1)c1sc(cc1c1c2nc2c(c3ccc(s3)CCCCCCCC)c3nc4c(nc3c(c2n1)c1ccc(s1)CCCCCCCC)c1CC(=[S]c1c1c4cc(s1)c1ccc(s1)CCCCCCCC)c1ccc(s1)CCCCCCCC)c1ccc(s1)CCCCCCCC,4.82
316,CCCCCCn1c(=O)c2c(c1c1ccc(s1)c1ccc3c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/3=C/1\c3ccccc3N(C1=O)C[C@@H](CCCC)CC)c(=O)n(c2c1ccc(s1)c1ccc2c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/2=C/1\c2ccccc2N(C1=O)C[C@@H](CCCC)CC)CCCCCC,0.68
317,CCCCCCn1c(=O)c2c(c1c1ccc(cc1)c1ccc3c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/3=C\1/c3ccccc3N(C1=O)C[C@@H](CCCC)CC)c(=O)n(c2c1ccc(cc1)c1ccc2c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/2=C/1\c2ccccc2N(C1=O)C[C@@H](CCCC)CC)CCCCCC,0.98
318,CCCCCCn1c(=O)c2c(c1c1ccc(s1)c1ccc3c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/3=C/1\c3sccc3N(C1=O)C[C@@H](CCCC)CC)c(=O)n(c2c1ccc(s1)c1ccc2c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/2=C/1\c2sccc2N(C1=O)C[C@@H](CCCC)CC)CCCCCC,0.74
319,CCCCCCN(c1cc(O)c(c(c1)O)[C]1C(=O)[C](C1=O)c1c(O)cc(cc1O)N(CCCCCC)CCCCCC)CCCCCC,0.86
320,CCCC[C@H](Cc1ccc(s1)c1cc2c(c3c1cc(s3)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)cc(c1c2sc(c1)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)c1ccc(s1)C[C@H](CCCC)CC)CC,4.71
321,CCCC[C@@H](Cc1ccc(cc1)c1cc2c(c3c1cc(s3)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)cc(c1c2sc(c1)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)c1ccc(cc1)C[C@H](CCCC)CC)CC,6.24
323,CN(c1ccc(cc1)/C=C/C=C1C(=O)c2c(C1=O)c(ccc2c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C,0.51
324,CCCC[C@@H](COc1ccc(cc1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(cc1)OC[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,3.66
326,CCCC[C@@H](C[Se]c1ccc(cc1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(cc1)[Se]C[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,3.73
328,CCCC[C@@H](C[Se]c1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(s1)[Se]C[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,4.54
330,CCCC[C@@H](CSc1cccc(c1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1cccc(c1)SC[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,0.96
331,CCCC[C@@H](C[Se]c1cccc(c1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1cccc(c1)[Se]C[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,1.6
332,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc(s2)C#CC1=c2ccc3=C(C4N5[Zn@@]6(N7C1CCC7=C(c1c(C)cc(cc1C)C)c1n6c(cc1)C(=C5CC4)C#Cc1sc4c(c1)C(c1c4sc(c1)/C=C/1\SC(=S)N(C1=O)CC)(CCCCCC)CCCCCC)n23)c1c(C)cc(cc1C)C)[CH]C1=[S]C(=S)N(C1=O)CC,5.73
335,CCCCCCCC[C@@H](Cn1c2cc(sc2c2c1cc(s2)c1ccc(c2c1nsn2)c1sc2c(c1)n(c1c2sc(c1)C=C(C#N)C#N)C[C@H](CCCCCCCC)CCCCCC)C=C(C#N)C#N)CCCCCC,1.59
336,CCCCCCCCN1C(=O)c2c(C1=O)c(sc2c1cc2c(s1)c1c(n2C[C@H](CCCCCCCC)CCCCCC)cc(s1)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C(C#N)C#N)c1cc2c(s1)c1c(n2C[C@H](CCCCCCCC)CCCCCC)cc(s1)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C(C#N)C#N,5.03
337,CCCCCCCC[C@@H](Cn1c2cc(sc2c2c1cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C(C#N)C#N)c1ccc(c2c1nsn2)c1cc2c(s1)c1c(n2C[C@H](CCCCCCCC)CCCCCC)cc(s1)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C(C#N)C#N)CCCCCC,2.34
