Donor_ID,Donor_SMILES,PCE
154,CCCCCCCCc1cc(sc1c1ccc(s1)c1cc(c(s1)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC)CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC,4.25
155,CCCCCCCCc1cc(sc1c1sc2c(c1)sc(c2)c1sc(c(c1)CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C\1/SC(N(C1=O)CC)[C](C#N)C#N)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)[CH]C1SC(=C(C#N)C#N)N(C1=O)CC,7.91
156,CCCC[C@@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1sc(c(c1)CCCCCC)c1ccc(s1)C[C@@H](CCCC)CC)c1ccc(s1)C[C@H](CCCC)CC)c1sc(cc1CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1sc(c(c1)CCCCCC)c1ccc(s1)C[C@H](CCCC)CC)CC,5.55
157,CCCC[C@@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1sc(c(c1)CCCCCC)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)c1ccc(s1)C[C@H](CCCC)CC)c1sc(cc1CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1sc(c(c1)CCCCCC)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)CC,3.54
158,CCCCCCCCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)c1sc(c(c1)CCCCCCCCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)C,0.5
159,CCCCCCCCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccc(cc1)c1cc(c(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCCCCCC)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)c1cc(c(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCCCCCC)c1ccc(cc1)c1cc(c(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCCCCCC,0.7
160,CCCCCCCCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC)c1ccc(s1)c1n(CC[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC,2.05
161,CCCCCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)[C]1N(C[C@@H](CCCC)CC)C(=O)c2c1c(OC[C@@H](CCCC)CC)nc2c1cccs1)c1ccc(s1)[C]1N(C[C@@H](CCCC)CC)C(=O)c2c1c(OC[C@@H](CCCC)CC)nc2c1cccs1,0.42
162,CCCCCCCC[C@@H](Cc1ccc(s1)c1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)CCCCCCCC)c1ccc(s1)c1ccc(s1)C[C@H](CCCCCCCC)CCCCCC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)CCCCCC,8.01
163,CCCCCCCCc1cc(sc1c1sc2c(c1)[S]=C(C2)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)c1cc2c(s1)c(c1sc(c(c1)CCCCCC)C[C@@H](CCCC)CC)c1c(c2c2sc(c(c2)CCCCCC)C[C@@H](CCCC)CC)sc(c1)c1sc(c(c1)CCCCCCCC)c1cc2c(s1)cc(s2)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC,2.8
164,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1sc2c(c1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)cc(s1)c1cc2c(s1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)sc(c1)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC,8.56
165,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1cc2c(s1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)sc(c1)c1sc2c(c1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)cc(s1)c1sc2c(c1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)cc(s1)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)CCCCCCCC,7.14
165,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1cc2c(s1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)sc(c1)c1sc2c(c1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)cc(s1)c1sc2c(c1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)cc(s1)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)CCCCCCCC,6.96
166,CCCCCCn1c2cc(ccc2c2c1c1c(c3c2n(CCCCCC)c2c3cccc2)n(c2c1cccc2)CCCCCC)c1cnc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ncc(s1)c1ccc2c(c1)n(CCCCCC)c1c2c2n(CCCCCC)c3c(c2c2c1c1ccccc1n2CCCCCC)cccc3)C[C@H](CCCC)CC,2.5
167,CCCCCCn1c2cc(ccc2c2c1c1c(c3c2n(CCCCCC)c2c3cccc2)n(c2c1cccc2)CCCCCC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc2c(c1)n(CCCCCC)c1c2c2n(CCCCCC)c3c(c2c2c1c1ccccc1n2CCCCCC)cccc3)C[C@H](CCCC)CC,5.21
168,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1cc2c(s1)c1c(n2C[C@@H](CCCC)CC)CC(=[S]1)/C=C/1\SC(=S)N(C1=O)CCCC)c1ccc(s1)C[C@@H](CCCC)CC)c1cc2c(s1)c1c(n2C[C@@H](CCCC)CC)cc(s1)[CH]C1=[S]C(=S)N(C1=O)CCCC)CC,5.9
169,CCCC[C@H](Cn1c2CC(=[S]c2c2c1cc(s2)c1cc2c(s1)c1c(n2C[C@@H](CCCC)CC)cc(s1)/C=C/1\SC(=S)N(C1=O)CCCC)c1cc2c(s1)c1c(n2C[C@@H](CCCC)CC)cc(s1)/C=C/1\SC(=S)N(C1=O)CCCC)CC,4.88
170,CCCC[C@H](Cn1c2c(c3c1cc(s3)c1ccc(c3c1nsn3)C=C(C#N)C#N)sc1c2cccc1)CC,7.2
171,CCCC[C@H](Cn1c2c(c3c1sc(c3)c1ccc(c3c1nsn3)C=C(C#N)C#N)sc1c2cccc1)CC,6.1
172,CCCC[C@H](Cn1c2c(c3c1CC(=[S]3)c1ncc(cn1)C=C(C#N)C#N)sc1c2cccc1)CC,5.1
173,CC([C]1C=CC(=C2C(=C1)C(=C[C@@H]2[C]1C(=O)[C](C1=O)[C@@H]1C(=C[C@H](C=C1O)n1c2CCCc2c2c1ccc1c2cccc1)O)C)C)C,2.09
174,CC([C]1C=CC(=C2C(=C1)C(=C[C@@H]2[C]1C(=O)[C](C1=O)[C@@H]1C=C(C2=C[C](C=CC(=C12)C)C(C)C)C)C)C)C,0.36
175,N#CC(=Cc1cnc(nc1)c1cc2c(s1)c1c(C2(C)C)cc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)C#N,4.06
176,CCCC[C@@H](Cn1c2cc(sc2c2c1c1c(s2)c2c(n1C[C@H](CCCC)CC)cc(s2)C=C(C#N)C#N)C=C(C#N)C#N)CC,2.99
177,CCCC[C@@H](Cn1c2c3sc4c(c3sc2c2c1cc(s2)C=C(C#N)C#N)n(c1c4sc(c1)C=C(C#N)C#N)C[C@H](CCCC)CC)CC,1.66
178,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(c2c1cc(s2)C(=O)C[C@H](CCCC)CC)c1ccc(s1)CCCCCCCC)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(c2c1cc(s2)C(=O)C[C@H](CCCC)CC)c1ccc(s1)CCCCCCCC)CC,1.11
180,CCCC[C@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1sc(c2c1cc(s2)C(=O)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)CCCCCCCC)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(c2c1cc(s2)C(=O)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)CCCCCCCC)CC,5.2
181,CCCCCC[C@H](Cn1c(=O)c2cc3c(cc2c2c1cc(s2)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC)c(=O)n(c1c3sc(c1)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)C[C@H](CCCCCC)CCCC)CCCC,4.8
181,CCCCCC[C@H](Cn1c(=O)c2cc3c(cc2c2c1cc(s2)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC)c(=O)n(c1c3sc(c1)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)C[C@H](CCCCCC)CCCC)CCCC,2.4
181,CCCCCC[C@H](Cn1c(=O)c2cc3c(cc2c2c1cc(s2)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC)c(=O)n(c1c3sc(c1)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)C[C@H](CCCCCC)CCCC)CCCC,3.5
182,CCCCn1c(=O)c2ccc(c3c2c(c1=O)ccc3)C#Cc1ccc(c2c1nsn2)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,6.67
183,N#CC(=C(c1ccc(c2c1nsn2)C#Cc1cccnc1)C(=C(C#N)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C#N,5.36
184,N#C[C](c1ccc(cc1)[C](C(=C(C#N)C#N)c1ccc(c2c1nsn2)C#Cc1cccnc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C#N,6.02
187,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(s1)CCCCCC)C[C@H](CCCC)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(s1)CCCCCC)C[C@H](CCCC)CC)CC,2.36
188,CCCCCCCCOc1cc(OCCCCCCCC)cc(c1)C1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3)cc1)c1cc(OCCCCCCCC)cc(c1)OCCCCCCCC)C#CC1=c2ccc3=C(C4N5[Zn@@]6(N7C1CCC7=C(c1cc(OCCCCCCCC)cc(c1)OCCCCCCCC)c1n6c(C=C5CC4)cc1)n23)c1cc(OCCCCCCCC)cc(c1)OCCCCCCCC,1.15
191,CCCCCCCCOC(=O)/C(=C/c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1sc2c(c1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)ccs1)C[C@H](CCCC)CC)/C#N,3.48
192,CCCCCCCCOC(=O)/C(=C/c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1sc2c(c1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)cc(s1)c1cccs1)C[C@H](CCCC)CC)/C#N,3.01
193,CCCCCCCCOC(=O)/C(=C/c1ccc(s1)c1ccc(s1)c1c2c(=O)n(c(c2c(=O)n1C[C@H](CCCCC)CC)c1ccc(s1)c1sc2c(c1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)cc(s1)c1ccc(s1)c1ccc(s1)CCCCCC)C[C@H](CCCC)CC)/C#N,2.45
194,CCCCCCCCOC(=O)/C(=C/c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1cc2c(s1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)sc(c1)c1ccc(s1)/C=C(\C(=O)OCCCCCCCC)/C#N)C[C@H](CCCC)CC)/C#N,0.83
195,CCCCCCCCOc1cc(c(cc1/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C#N)OCCCCCCCC)/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C#N,0.94
196,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cc3c(o1)cccc3)c(=O)n(c2c1ccc(s1)c1cc2c(o1)cccc2)C[C@H](CCCC)CC)CC,4.62
197,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)OC)C[C@H](CCCC)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)OC)C[C@H](CCCC)CC)CC,5.89
198,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)n1c2ccccc2c2c1cccc2)C[C@H](CCCC)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)n1c2ccccc2c2c1cccc2)C[C@H](CCCC)CC)CC,6.26
199,CCCCCCCCc1cc(sc1c1cc(c(s1)c1sc(cc1F)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)[CH]C1SC(=C(C#N)C#N)N(C1=O)CC)F)c1sc(cc1CCCCCCCC)[CH]C1SC(=C(C#N)C#N)N(C1=O)CC,2.26
200,CCCCCCCCc1cc(sc1c1cc(c(s1)c1sc(cc1F)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)[CH]C1SC(=C(C#N)C#N)N(C1=O)CC)F)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)[CH]C1SC(=C(C#N)C#N)N(C1=O)CC,5.07
201,CCCC[C@H](COc1c2cc(sc2c(c2c1sc(c2)C#Cc1ccc(s1)c1n([C@@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)OC[C@H](CCCC)CC)C#Cc1ccc(s1)c1n([C@@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,4.19
202,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C#Cc1ccc(s1)c1n([C@@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(s1)C[C@H](CCCC)CC)C#Cc1ccc(s1)c1n([C@@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,7.12
203,CCCC[C@@H](C[Si]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1cc(F)c(c2c1nn(n2)CCCCCC)c1ccc(s1)c1ccc(s1)CCCCCC)c1cc(F)c(c2c1nn(n2)CCCCCC)c1ccc(s1)c1ccc(s1)CCCCCC)CC,6.01
205,CCCCCCCCOc1cccc(c1)c1nc2c(ccc(c2nc1c1cccc(c1)OCCCCCCCC)c1ccc(s1)c1ccc(s1)CCCCCC)c1sc2c(c1)[Si](c1c2sc(c1)c1ccc(c2c1nc(c1cccc(c1)OCCCCCCCC)c(n2)c1cccc(c1)OCCCCCCCC)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCCC)CC)C[C@H](CCCC)CC,6.3
206,CCCC[C@H](CSc1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)SC[C@H](CCCC)CC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)CC,5.82
207,CCCC[C@H](COC(=O)c1cc(sc1c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccccc1)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccccc1)C[C@@H](CCCC)CC)CC,3.29
209,CCCC[C@@H](COC(=O)c1sc2c(c1F)c(sc2c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccccc1)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccccc1)C[C@@H](CCCC)CC)CC,2.69
211,CCCCCCc1cc(sc1c1sc2c(n1)sc(n2)c1sc(cc1CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1cc(F)c(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1cc(c(s1)c1sc2c(n1)sc(n2)c1sc(cc1CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCC,2.68
10,CCCC[C@H](C[Si]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,3.24
10,CCCC[C@H](C[Si]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,6.4
213,CCCC[C@@H]([Si@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1sc2c(c1)[Si@](c1c2sc(c1)c1c(F)c(F)cc2c1csc2)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)c1sc2c(c1)[Si@](c1c2sc(c1)c1c(F)c(F)cc2c1csc2)(C[C@H](CCCC)CC)C[C@@H](CCCC)CC)CC,1.87
214,CCCC[C@@H]([Si@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1sc2c(c1)[Si@](c1c2sc(c1)c1cc(F)cc2c1csc2)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)c1sc2c(c1)[Si@](c1c2sc(c1)c1cc(F)cc2c1csc2)(C[C@H](CCCC)CC)C[C@@H](CCCC)CC)CC,1.16
215,CCCC[C@@H]([Si@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1sc2c(c1)[Si@](c1c2sc(c1)/C=C/1\SC(=S)N(C1=O)CC)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)c1sc2c(c1)[Si@](c1c2sc(c1)/C=C/1\SC(=S)N(C1=O)CC)(C[C@H](CCCC)CC)C[C@@H](CCCC)CC)CC,7.43
217,CCCCCCCCOc1ccc(cc1)C1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3C#Cc2ccc(o2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2ccco2)C[C@H](CCCC)CC)cc1)c1ccc(cc1)OCCCCCCCC)C#Cc1ccc(o1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccco1)C[C@@H](CCCC)CC,3.66
219,CCCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)c1sc(c2c1sc(c2F)C(=O)OC[C@@H](CCCC)CC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC,5.05
220,c1ccc(cc1)c1c2ccccc2c2n1[B]1(c3ccccc3c3c1cccc3)n1c([N]2)c2c(c1c1ccccc1)cccc2,1.6
222,Cc1ccc(s1)[C@@H]1c2ccccc2C2=Nc3n([B]4(N12)c1ccccc1c1c4cccc1)c(c1ccc(s1)C)c1c3cccc1,1.2
224,CCCCCCCCn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c(=O)n(c2c1ccc(s1)c1cc(F)cc(c1)F)CCCCCCCC,1.17
225,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,1.85
226,CCCCCCCCn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c(=O)n(c2c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCC,1.02
227,N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc(c(c1)OC)N(c1ccc(cc1OC)c1ccc(s1)c1ccc(s1)C=C(C#N)C#N)c1ccc(cc1OC)c1ccc(s1)c1ccc(s1)C=C(C#N)C#N)C#N,3.62
228,N#CC(=C(c1ccc(s1)c1ccc(s1)c1ccc(c(c1)OC)N(c1ccc(cc1OC)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)C)c1ccc(cc1OC)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)C)C)C#N,4.18
229,CCCCCCCCCC[C@@H](CSc1ccc(s1)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)c1ccc(s1)SC[C@H](CCCCCCCCCC)CCCCCCCC)sc(c3)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)CCCCCCCC,5.94
229,CCCCCCCCCC[C@@H](CSc1ccc(s1)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)c1ccc(s1)SC[C@H](CCCCCCCCCC)CCCCCCCC)sc(c3)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)CCCCCCCC,5.26
229,CCCCCCCCCC[C@@H](CSc1ccc(s1)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)c1ccc(s1)SC[C@H](CCCCCCCCCC)CCCCCCCC)sc(c3)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)CCCCCCCC,3.89
230,CCCC[C@@H](CSc1sc(cc1F)c1c2cc(sc2c(c2c1sc(c2)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)C[C@@H](CCCC)CC)c1sc(c(c1)F)SC[C@H](CCCC)CC)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)C[C@@H](CCCC)CC)CC,11.02
231,CCC(=C(C#N)C#N)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)CC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)CC,4.02
232,CCCCCCC[C@H](Cn1c2cc(sc2c2c1cc(s2)c1sc(cc1CCCCC)c1sc(cc1CCCCC)C=C(C#N)C#N)c1sc(cc1CCCCC)c1sc(cc1CCCCC)C=C(C#N)C#N)CCCCCC,5.06
235,CCCCCCCc1c(C#CC2=C3CCC4N3[Zn@@]35n6c2ccc6C(=C2N3C(CC2)C(=c2n5c(=C4c3c(C)cc(cc3C)C)cc2)C#Cc2sc(c(c2CCCCCCC)CCCCCC)/C=C/c2sc(c(c2CCCCCCC)CCCCC)[CH]C2=[S]C(=S)N(C2=O)CC)c2c(C)cc(cc2C)C)sc(c1CCCCCC)/C=C/c1sc(c(c1CCCCCCC)CCCCC)/C=C/1\SC(=S)N(C1=O)CC,3.91
236,CCCCCCSC1=C(SCCCCCC)S/C(=C\c2ccc(s2)c2ccc(s2)c2c3c(c(=O)n2C[C@@H](CCCC)CC)c(n(c3=O)C[C@H](CCCC)CC)c2ccc(s2)c2ccc(s2)[CH]C2=[S]C(=C(S2)SCCCCCC)SCCCCCC)/S1,3.5
206,CCCC[C@H](CSc1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)SC[C@H](CCCC)CC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)CC,3.64
238,CCCCCCCCCCn1c(c2ccc(s2)C#Cc2ccc(cc2)n2c3ccccc3c3c2cccc3)c2c(c1=O)c(n(c2=O)CCCCCCCCCC)c1cccs1,4.65
